address,aka_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,longitude,results,risk,violation_count,average_violations_per_inspection,times_inspected
3167 N LINCOLN AVE ,SUBWAY,Restaurant,2019-05-03,2288211,Canvass,41.93942462169401,1495274.0,-87.66811073298523,Pass w/ Conditions,Risk 1 (High),3,,
5700 S CICERO AVE ,ARAMI/WOODGRAIN,Restaurant,2019-05-03,2286204,Canvass,41.78932932326538,2595116.0,-87.74164564419638,Pass,Risk 1 (High),2,,
2540 N HALSTED ST ,TACO & BURRITO EXPRESS BROTHERS .,Restaurant,2019-05-03,2288234,Canvass,41.92847357783629,1649678.0,-87.64901462154842,Pass w/ Conditions,Risk 1 (High),10,,
6072-6074 N NORTHWEST HWY ,SUBWAY,Restaurant,2019-05-03,2288235,Canvass,41.991651853287095,2134794.0,-87.79809695431013,Pass w/ Conditions,Risk 1 (High),8,,
1960 N WESTERN AVE ,MARGIE'S CANDIES,Restaurant,2019-05-03,2288223,Canvass Re-Inspection,41.91752758522411,2294432.0,-87.68755598295824,Fail,Risk 1 (High),10,,
6920 S PULASKI RD ,EL CAMPESTRE #2,Restaurant,2019-05-03,2288238,Canvass,41.767101669051904,1878766.0,-87.72261567842712,Pass w/ Conditions,Risk 1 (High),4,,
2349 W HOWARD ST ,SUBWAY SANDWICHES,Restaurant,2019-05-03,2288252,Canvass,42.01942088064485,1357930.0,-87.6896908394701,Pass,Risk 1 (High),0,,
644 N CICERO AVE ,FLAJAE'S,Restaurant,2019-05-03,2288263,Canvass,41.89271345161581,2432475.0,-87.74587677602213,Out of Business,Risk 1 (High),0,,
7036 N CLARK ST ,A&T PANCAKE HOUSE,Restaurant,2019-05-03,2288268,Canvass Re-Inspection,42.01012437485032,2293343.0,-87.67436989898064,Pass w/ Conditions,Risk 1 (High),17,,
10 S LA SALLE ST ,BENJYEHUDA,Restaurant,2019-05-03,2288251,Canvass,41.88167475683708,2202121.0,-87.63250418895821,Pass w/ Conditions,Risk 1 (High),3,,
2548-2550 N HALSTED ST ,KINGSTON MINES,Restaurant,2019-05-03,2288217,Canvass,41.92872347700267,1650.0,-87.64902257806406,Pass w/ Conditions,Risk 1 (High),3,,
1005 N PULASKI RD ,LA TROPICANA FRESH MARKET,Grocery Store,2019-05-03,2288222,License,41.89922779688617,2663484.0,-87.72605226905088,Pass,Risk 3 (Low),0,,
3424 W 26TH ST ,CREMERIA SANTA MARIA,Grocery Store,2019-05-03,2288230,Canvass,41.844544292008855,1868311.0,-87.71107279676546,Fail,Risk 1 (High),7,4.5,2.0
6924 N CLARK ST ,MINI  AZTECA,Grocery Store,2019-05-03,2288214,Canvass,42.00733119263013,2124413.0,-87.67372465116483,Fail,Risk 1 (High),9,,
3102 W DEVON AVE ,"AL RAFEDAIN MEAT MARKET INC.,",Grocery Store,2019-05-03,2288220,Canvass,41.997538420132216,2320433.0,-87.70709044435436,Pass w/ Conditions,Risk 2 (Medium),10,,
5426 W DEVON AVE ,LITTLE NEST CARE INC.,Children's Services Facility,2019-05-02,2286145,License,41.99744190611164,2492597.0,-87.76485895075076,Pass,Risk 1 (High),0,,
2300 S THROOP ST ,CHICAGO SMOKE,Catering,2019-05-02,2286169,Canvass,41.85045102427,1271546.0,-87.65879785567869,Fail,Risk 1 (High),4,,
2513 W ARMITAGE AVE ,DRINK SHOP,TAVERN,2019-05-02,2286108,License Re-Inspection,41.917439165597116,2630762.0,-87.6904748909934,Pass w/ Conditions,Risk 3 (Low),4,,
36 W 95TH ST ,MC DONALDS,Restaurant,2019-05-02,2286128,Short Form Complaint,41.721808764630616,2528510.0,-87.62524189468529,Pass w/ Conditions,Risk 2 (Medium),8,,
655 W ARMITAGE AVE ,CEDAR PALACE,Restaurant,2019-05-02,2286179,Canvass,41.91810807444473,2609145.0,-87.6458831775194,Pass w/ Conditions,Risk 1 (High),9,,
720 W BELMONT AVE ,MOUNT CARMEL ACADEMY,School,2019-05-02,2286113,Canvass,41.94011389198762,2225030.0,-87.64771536708099,Pass w/ Conditions,Risk 2 (Medium),2,,
2018 W DIVISION ST ,PICANTE TAQUERIA,Restaurant,2019-05-02,2286146,Suspected Food Poisoning Re-inspection,41.903286312962365,2042823.0,-87.67806566923048,Pass,Risk 1 (High),1,,
2430 W 47TH ST ,GUAPO TACO,Restaurant,2019-05-02,2286129,Canvass,41.80853190113189,2397586.0,-87.68559060232674,Pass w/ Conditions,Risk 1 (High),10,,
2458 W 47TH ST ,SUPER CARNICERIA EL POLLO,Grocery Store,2019-05-02,2286110,Canvass,41.80851351139837,41768.0,-87.68655702431568,Pass w/ Conditions,Risk 1 (High),5,,
6808 N SHERIDAN RD ,SP KEBAB,Restaurant,2019-05-02,2286162,Canvass Re-Inspection,42.00582694496218,2069506.0,-87.66114012527682,Pass,Risk 1 (High),4,,
2015 W DIVISION AVE ,CLEVER RABBIT,Restaurant,2019-05-02,2286178,Canvass,41.90306967771427,1593859.0,-87.67790675709392,Pass w/ Conditions,Risk 1 (High),7,,
233 E ONTARIO ST ,IVY HOTEL,Restaurant,2019-05-02,2286192,License,41.8932651489868,2653277.0,-87.62181212015325,Pass w/ Conditions,Risk 3 (Low),0,,
11106 S LONGWOOD DR ,LONGWOOD FOODS,Grocery Store,2019-05-02,2286125,Canvass,41.691719561327645,1143139.0,-87.67211424461023,Pass w/ Conditions,Risk 2 (Medium),11,,
6559 W ARCHER AVE ,7-ELEVEN #26878 F,Grocery Store,2019-05-02,2286185,Canvass,41.79214111875764,2385279.0,-87.78662636230499,Fail,Risk 2 (Medium),8,,
1335 W RANDOLPH ST ,"MONTESSORI ACADEMY OF CHICAGO I, LLC",School,2019-05-02,2286119,Canvass,41.88408323487089,3372643.0,-87.66026975842354,Pass w/ Conditions,Risk 1 (High),5,,
6814 S STONY ISLAND AVE ,J & J FISH & CHICKEN,Restaurant,2019-05-02,2286152,Complaint Re-Inspection,41.7710280071688,1938693.0,-87.58641718666685,Pass w/ Conditions,Risk 1 (High),13,,
411 W 31ST ST ,MAXWELL STREET DEPOT INC.,Restaurant,2019-05-02,2286167,Complaint Re-Inspection,41.83805999869453,18135.0,-87.63665958710676,Pass,Risk 2 (Medium),3,,
308 W ERIE ST ,MIXED GREENS,Restaurant,2019-05-02,2286148,Complaint,41.894072904382455,2256139.0,-87.63606585655697,Pass,Risk 1 (High),2,,
6232 N BROADWAY ,VEE-VEE'S AFRICAN RESTAURANT,Restaurant,2019-05-02,2286180,Short Form Complaint,41.995515636076725,26898.0,-87.66058139230817,No Entry,Risk 1 (High),6,,
233 E ONTARIO ST ,IVY HOTEL,Restaurant,2019-05-02,2286147,Canvass,41.8932651489868,2097901.0,-87.62181212015325,Pass w/ Conditions,Risk 1 (High),11,,
3444 W DOUGLAS BLVD ,LAWNDALE COMMUNITY ACADEMY ANNEX,School,2019-05-02,2286123,Canvass,41.862995570901255,31161.0,-87.71223193077654,Pass,Risk 1 (High),0,,
3806 W 26TH ST ,DENNIS'S CARRY OUT,Restaurant,2019-05-02,2286177,Canvass Re-Inspection,41.844422958973134,2589815.0,-87.72001230825977,Pass w/ Conditions,Risk 1 (High),7,,
10126 S WESTERN AVE ,"LITTLE HANDS LEARNING CENTER ACADEMY, INC",1023 CHILDERN'S SERVICES FACILITY,2019-05-02,2286107,License Re-Inspection,41.709217097723744,2216116.0,-87.68185356852545,Pass,Risk 1 (High),1,,
4454-4456 S WESTERN AVE ,XAVIER'S CLUB,TAVERN,2019-05-02,2286130,License,41.81226601156809,2600751.0,-87.68468334545902,Fail,Risk 3 (Low),11,,
3724 W MONTROSE AVE ,POLLO ASADO INC,Restaurant,2019-05-02,2286194,Canvass Re-Inspection,41.96113643801855,2496857.0,-87.72148931288658,Pass w/ Conditions,Risk 1 (High),3,,
1640 W 115TH ST ,BLACK CAT LOUNGE,Liquor,2019-05-02,2286164,Complaint Re-Inspection,41.68489908536175,1767831.0,-87.66335206643784,Pass,Risk 3 (Low),6,,
4716 N MILWAUKEE AVE ,CHINA  STAR  RESTAURANT,Restaurant,2019-05-02,2286187,Canvass Re-Inspection,41.96597189407212,2068929.0,-87.7592815782832,Fail,Risk 1 (High),10,,
1420 N HUDSON ,FERGUSON CPC,School,2019-05-02,2286159,Canvass,41.90825366976814,2138637.0,-87.63986346739672,Pass,Risk 2 (Medium),0,,
1701 W 47TH ST ,SUPER MERCADO EL GUERRO,Grocery Store,2019-05-02,2286197,Short Form Complaint,41.80847123830699,7546.0,-87.66745451329433,Pass,Risk 1 (High),0,,
11601 W TOUHY AVE ,MCDONALD'S  (T3 HK FOOD COURT),Restaurant,2019-05-02,2286124,Canvass Re-Inspection,42.008536400868735,1140128.0,-87.91442843927048,Pass,Risk 1 (High),1,,
4761 N CLARK ST ,LINDO GUADALAJARA RESTAURANT,Restaurant,2019-05-02,2286189,Canvass,41.968819297601115,2196302.0,-87.66733832251317,Pass w/ Conditions,Risk 1 (High),7,,
2105-2121 W 95TH ST ,BARRACO'S PIZZA,Restaurant,2019-05-02,2286190,Canvass Re-Inspection,41.72093007202349,2636205.0,-87.67509659799771,Pass,Risk 1 (High),3,,
1440 S Christiana ST ,KIPP ASCEND PRIMARY SCHOOL,School,2019-05-02,2286149,Canvass,41.861194823549155,26041.0,-87.70932409760245,Pass,Risk 2 (Medium),0,,
1340 N HOMAN AVE ,LA PALMA RESTAURANT,Restaurant,2019-05-02,2286156,Canvass,41.90576121224621,86179.0,-87.71192017777788,No Entry,Risk 1 (High),0,,
11601 W TOUHY AVE ,TOCCO (T5 M-07),Restaurant,2019-05-02,2286173,Canvass,42.008536400868735,2192968.0,-87.91442843927048,Fail,Risk 1 (High),4,,
3739 W FULLERTON AVE ,D FRUTA LA VIDA,Restaurant,2019-05-02,2286154,Canvass,41.924442829878934,2398055.0,-87.72103344273066,Fail,Risk 1 (High),16,,
13328 S BALTIMORE AVE ,CHINA GARDEN,Restaurant,2019-05-02,2286193,Canvass Re-Inspection,41.652794756575005,2437684.0,-87.54729920823874,Pass w/ Conditions,Risk 1 (High),12,,
1546 W 35TH ST ,LAURA'S PIZZA AND PASTA INC.,Restaurant,2019-05-02,2286141,License Re-Inspection,41.83061909968553,2663729.0,-87.66498111376345,Pass w/ Conditions,Risk 1 (High),3,,
3110 W GRAND AVE ,UCAN ACADEMY AND HIGH SCHOOL,School,2019-05-02,2286122,Canvass,41.89756459915521,2224746.0,-87.70445898214821,Pass,Risk 2 (Medium),5,,
751 N State ST ,Francis Xavier Warde School,School,2019-05-02,2286116,Canvass,41.89642201551983,2092641.0,-87.62804636360084,Pass,Risk 1 (High),1,,
3811 N ASHLAND AVE ,BIG BITE SUSHI,Restaurant,2019-05-02,2286121,License,41.95101642673758,2663629.0,-87.66882174295195,Fail,Risk 1 (High),21,,
11601 W TOUHY AVE ,McDONALD'S  (T5 ARRIVAL),Restaurant,2019-05-02,2286134,Canvass,42.008536400868735,2487932.0,-87.91442843927048,Pass w/ Conditions,Risk 2 (Medium),4,,
3472 N ELSTON AVE ,WHEREWITHALL,Restaurant,2019-05-02,2286136,License,41.9442741098539,2621662.0,-87.70563365365216,Pass,Risk 1 (High),0,,
520 N RIDGEWAY AVE ,GARFIELD PARK HOSPITAL,Hospital,2019-05-02,2211219,Canvass,41.89056922593429,2221574.0,-87.71998387578805,Pass,Risk 1 (High),3,,
3472 N ELSTON AVE ,WHEREWITHALL,Restaurant,2019-05-02,2286138,License,41.9442741098539,2621663.0,-87.70563365365216,Pass,Risk 1 (High),0,,
2925 W IRVING PARK RD ,MIMA'S TASTE OF CUBA,Restaurant,2019-05-02,2286170,License,41.95384693184404,2647772.0,-87.7018423329574,Pass,Risk 1 (High),0,,
6311 N MILWAUKEE AVE ,Pasta D'Arte,Restaurant,2019-05-02,2286168,Canvass,41.995493770169475,68022.0,-87.78593949808659,Business Not Located,Risk 1 (High),0,,
6230 N BROADWAY ,YATAI,Restaurant,2019-05-02,2286181,Canvass,41.995460981222365,2641287.0,-87.66057971349507,Pass,Risk 1 (High),1,,
4003-05 W ARMITAGE AVE ,LOS POLLITOS,Restaurant,2019-05-02,2286184,Complaint,41.91705432233081,2404445.0,-87.72670903600199,Pass w/ Conditions,Risk 1 (High),21,,
8127 S ASHLAND AVE ,SIBLINGS SOUL FOOD,Restaurant,2019-05-02,2286199,Complaint,41.74589127255891,2616196.0,-87.663178324629,Fail,Risk 1 (High),17,,
3501 N LINCOLN AVE ,ADRIANNE'S CATERING LLC,Catering,2019-05-02,2286201,License,41.94525415835947,2658929.0,-87.67238979319876,Pass,Risk 3 (Low),0,,
756 E 111TH ST ,ONE ELEVEN FOOD HALL,Restaurant,2019-05-02,2286198,License Re-Inspection,41.692975933284224,2641932.0,-87.60266451724691,Pass w/ Conditions,Risk 1 (High),3,,
2016 1/2 W DIVISION ST ,PICANTE TAQUERIA,Restaurant,2019-05-02,2286151,Canvass,41.903287727329534,1938696.0,-87.67798988240149,No Entry,Risk 1 (High),0,,
7357 S RACINE AVE ,RACINE ONE STOP FOOD,Grocery Store,2019-05-02,2286140,Not Ready,41.75970438569175,2663752.0,-87.65383153233265,Not Ready,Risk 1 (High),0,,
233 E ONTARIO ST ,IVY HOTEL,Restaurant,2019-05-02,2286182,License,41.8932651489868,2653273.0,-87.62181212015325,Pass w/ Conditions,Risk 1 (High),11,,
500 N KINGSBURY ST ,EAST BANK CLUB,Restaurant,2019-05-02,2286188,Canvass Re-Inspection,41.89068430238799,1955.0,-87.63939528336996,Pass w/ Conditions,Risk 1 (High),3,,
3803 W 55TH ST ,FANI Y MONSE GROCERIES,Grocery Store,2019-05-02,2286166,Canvass Re-Inspection,41.79316387234425,2517657.0,-87.71839672530744,Pass w/ Conditions,Risk 2 (Medium),1,,
1118 W 69TH ST ,BUILDING BLOCKS LEARNING ACADEMY,Daycare (2 Years),2019-05-02,2286114,License Re-Inspection,41.76882799791058,2215883.0,-87.65260540548796,Pass,Risk 1 (High),0,,
3472 N ELSTON AVE ,WHEREWITHALL,Restaurant,2019-05-02,2286131,License,41.9442741098539,2621661.0,-87.70563365365216,Pass,Risk 1 (High),0,,
5525 N MAGNOLIA AVE ,ST. THOMAS OF CANTERBURY SCHOOL,School,2019-05-02,2286133,Canvass,41.98255171207021,3638635.0,-87.6611668770347,Pass w/ Conditions,Risk 2 (Medium),5,,
1651 W DIVERSEY PKWY ,CARDINAL BERNADINE LEARNING CENTER,School,2019-05-02,2286111,Canvass,41.9322678548405,2225295.0,-87.67042725924647,Pass w/ Conditions,Risk 1 (High),5,,
7357 S RACINE AVE ,ONE STOP FOOD & GROCERY,Grocery Store,2019-05-02,2286157,Canvass,41.75970438569175,2027100.0,-87.65383153233265,Fail,Risk 2 (Medium),16,,
3472 N ELSTON AVE ,WHEREWITHALL,Restaurant,2019-05-02,2286142,License,41.9442741098539,2621664.0,-87.70563365365216,Pass,Risk 1 (High),0,,
800 N KEDZIE AVE ,J & J FISH,Restaurant,2019-05-02,2286195,Complaint,41.89561531354531,1194275.0,-87.70670532510552,Pass,Risk 2 (Medium),5,,
1501 N OAKLEY ,JOSEPHINUM ACADEMY,School,2019-05-02,2286163,Canvass,41.90862124834587,2225433.0,-87.68458775123112,Pass,Risk 2 (Medium),2,,
3859 W 26TH ST ,LOS MANGOS,Restaurant,2019-05-02,2286191,Canvass,41.84417514429002,2589574.0,-87.72204721914427,Pass w/ Conditions,Risk 1 (High),6,,
3811 N ASHLAND AVE ,KITCHENETTE CORPORATION,Restaurant,2019-05-02,2286115,Canvass,41.95101642673758,1740348.0,-87.66882174295195,Out of Business,Risk 1 (High),0,,
5342 N CUMBERLAND AVE ,CABANA BAR,Liquor,2019-05-02,2286143,License,41.97680539365502,2636260.0,-87.83676096082264,Fail,Risk 3 (Low),13,,
2513 W ARMITAGE AVE ,DRINK SHOP,TAVERN,2019-05-02,2286109,License Re-Inspection,41.917439165597116,2630763.0,-87.6904748909934,Pass w/ Conditions,Risk 3 (Low),0,,
11601 W TOUHY AVE ,BIG BOWL (T5/M7),Restaurant,2019-05-02,2286175,Canvass,42.008536400868735,2192971.0,-87.91442843927048,Fail,Risk 1 (High),5,,
131 N CLINTON ST ,B.I. TEA & DIM SUM,Restaurant,2019-05-02,2286139,Canvass,41.88418750712781,2609650.0,-87.64111966683218,Pass w/ Conditions,Risk 1 (High),4,,
2601 W 47TH ST ,PIEZANO'S,Restaurant,2019-05-02,2286176,Canvass,41.808249049342265,18271.0,-87.68938121860981,Pass w/ Conditions,Risk 1 (High),9,,
1420 N Hudson (432W) ,Manierre,School,2019-05-02,2286155,Canvass,41.90825366976814,24311.0,-87.63986346739672,Fail,Risk 1 (High),1,,
9440 W FOSTER AVE ,MARIA'S MEXICAN RESTURANT,Restaurant,2019-05-02,2286172,Complaint,41.973400958457454,22926.0,-87.86302998092812,Pass w/ Conditions,Risk 1 (High),4,,
11601 W TOUHY AVE ,THE GODDESS & GROCER/T-5 OUTSIDE SECURITY,Restaurant,2019-05-02,2286144,Canvass,42.008536400868735,2299087.0,-87.91442843927048,Pass,Risk 1 (High),6,,
2014 W DIVISION ST ,SHATA MEDITERRANEAN,Restaurant,2019-05-02,2286200,Canvass,41.903289141646646,2390567.0,-87.67791409556975,Out of Business,Risk 1 (High),0,,
2825 N  SHEFFIELD AVE ,ZIZI'S CAFE,Restaurant,2019-05-02,2286161,Canvass,41.93343981152229,2147679.0,-87.6537400474662,Pass,Risk 1 (High),4,,
7601 S VINCENNES AVE ,MC DONALDS,Restaurant,2019-05-02,2286153,Complaint,41.75621188302043,2304340.0,-87.63213054212368,Pass w/ Conditions,Risk 2 (Medium),3,,
2444 W TOUHY AVE ,WESTWOOD MANOR INC,Long Term Care,2019-05-02,2286118,Canvass,42.012352715729214,2204502.0,-87.69199151169468,Fail,Risk 1 (High),5,,
233 E ONTARIO ST ,IVY HOTEL,Restaurant,2019-05-02,2286186,License,41.8932651489868,2653274.0,-87.62181212015325,Pass w/ Conditions,Risk 3 (Low),0,,
131 N Clinton ST ,BUEN APETITO,Restaurant,2019-05-02,2286127,Canvass,41.88418750712781,2004626.0,-87.64111966683218,Pass w/ Conditions,Risk 1 (High),5,,
7601 S CICERO AVE ,FRUIT GOD,Restaurant,2019-05-02,2286126,Canvass,41.75466012439375,2609486.0,-87.7413847586052,Pass w/ Conditions,Risk 2 (Medium),11,,
3441 N HALSTED ST ,LARK,Restaurant,2019-05-02,2288270,Canvass,41.94487706754274,1492585.0,-87.64926678806832,No Entry,Risk 1 (High),0,,
1454 W 18TH ST ,PILSEN BREAKFAST & GRILL,Restaurant,2019-05-02,2286112,Canvass,41.857947179176456,2340664.0,-87.66353726681123,Out of Business,Risk 1 (High),0,,
1524 W 115TH ST ,I-57 RIB HOUSE,Restaurant,2019-05-02,2286150,Canvass,41.6849375731879,58149.0,-87.66112259455343,Pass w/ Conditions,Risk 1 (High),8,,
7601 S CICERO AVE ,FRUIT GOD INC,Mobile Prepared Food Vendor,2019-05-02,2286132,License,41.75466012439375,2627035.0,-87.7413847586052,Not Ready,Risk 3 (Low),0,,
131 N CLINTON ST ,BLUE SPOT SUSHI CORP.,Restaurant,2019-05-02,2286174,Canvass,41.88418750712781,2609033.0,-87.64111966683218,Fail,Risk 1 (High),4,,
1454 W 18TH ST ,FRIDA ROOM,Restaurant,2019-05-02,2286117,Canvass,41.857947179176456,2340664.0,-87.66353726681123,Fail,Risk 1 (High),9,,
1401 N WELLS ST ,ORSO'S RESTAURANT,Restaurant,2019-05-02,2286196,Canvass,41.90774284494958,2405009.0,-87.63446079255868,Pass w/ Conditions,Risk 1 (High),1,,
1973 W 111TH ST ,BON MANGER CATERING AND EVENTS,Restaurant,2019-05-02,2286135,Canvass,41.69183558580082,2289949.0,-87.67109333067165,No Entry,Risk 1 (High),0,,
2300 S Throop ST ,SAUSAGE FEST,Mobile Food Preparer,2019-05-01,2286089,License,41.85045102427,2492846.0,-87.65879785567869,Pass,Risk 2 (Medium),1,,
3435 W VAN BUREN ,RML CHICAGO,Hospital,2019-05-01,2286081,Canvass,41.87532906210967,2049010.0,-87.71214702805145,Pass,Risk 1 (High),0,,
2509 W NORTH AVE ,WEST ON NORTH,Restaurant,2019-05-01,2286104,Canvass,41.91018091492491,2083875.0,-87.69004449319094,Pass w/ Conditions,Risk 1 (High),11,,
3817 S KEDZIE AVE ,TAQUIZAS Y BANQUETES EL SIETE,Restaurant,2019-05-01,2286071,Canvass,41.823818619688026,2477105.0,-87.70428542093514,Out of Business,Risk 1 (High),0,,
1626 S BLUE ISLAND AVE ,DON CHURRO,Bakery,2019-05-01,2286094,Canvass,41.859049136795655,1478372.0,-87.66031304943998,Fail,Risk 2 (Medium),5,,
8327-29 S PULASKI RD ,EL RANCHITO FOOD,Grocery Store,2019-05-01,2286073,Canvass Re-Inspection,41.74137416696124,1383420.0,-87.7215063939568,Pass w/ Conditions,Risk 2 (Medium),4,,
2410 W BRYN MAWR AVE ,FRESH BREW,Restaurant,2019-05-01,2286070,Canvass,41.983275999591044,2589819.0,-87.68992858007627,Fail,Risk 2 (Medium),7,,
3400 W FULLERTON AVE ,JIBARITO'S Y MAS,Restaurant,2019-05-01,2286056,Complaint Re-Inspection,41.92476960356357,2522235.0,-87.71216993271976,Pass,Risk 1 (High),6,,
4337 N LINCOLN AVE ,THE NORTHMAN,Restaurant,2019-05-01,2286068,Canvass,41.96057323674521,45189.0,-87.6830963733796,Pass w/ Conditions,Risk 1 (High),5,,
5409 S HARLEM AVE ,SUBWAY,Restaurant,2019-05-01,2286052,Canvass,41.79363271480081,2522831.0,-87.80143327210808,Fail,Risk 1 (High),4,,
4264 N LINCOLN AVE ,GANNON'S PUB,Restaurant,2019-05-01,2286090,Canvass,41.95947980300583,36760.0,-87.68265873225347,No Entry,Risk 1 (High),0,,
2200 W TAYLOR ,,Restaurant,2019-05-01,2286053,License Re-Inspection,41.86914817242202,2657790.0,-87.68152576167911,Pass,Risk 1 (High),3,,
2421 W NORTH AVE ,RANGOLI,Restaurant,2019-05-01,2286102,Complaint,41.91019989714011,2506262.0,-87.6881252314694,No Entry,Risk 1 (High),0,,
624 N ASHLAND AVE ,SABROSO,Restaurant,2019-05-01,2286105,License,41.893249885934495,2664160.0,-87.66735616835486,Not Ready,Risk 1 (High),0,,
3382 N MILWAUKEE AVE ,TAQUERIA LA OAXAQUENA,Restaurant,2019-05-01,2286075,Canvass Re-Inspection,41.94267196661513,81973.0,-87.72994824728335,Pass w/ Conditions,Risk 1 (High),11,,
8300 W Addison ST ,DIRKSEN ANNEX,School,2019-05-01,2286063,Canvass,41.9449347301016,2487641.0,-87.83401888572745,Pass w/ Conditions,Risk 1 (High),2,,
756 E 111TH ST ,ONE ELEVEN FOOD HALL,Restaurant,2019-05-01,2286101,License Re-Inspection,41.692975933284224,2663627.0,-87.60266451724691,Pass w/ Conditions,Risk 1 (High),4,,
1132 S WABASH AVE ,LOWCOUNTRY 2,Restaurant,2019-05-01,2286078,Canvass Re-Inspection,41.86826262122412,2550380.0,-87.62598811966616,Pass w/ Conditions,Risk 1 (High),4,,
9210-9214 S COTTAGE GROVE AVE ,CHESTERFIELD TOM THUMB DCC-KDG,Daycare (2 - 6 Years),2019-05-01,2286051,Canvass Re-Inspection,41.72716813522287,2262326.0,-87.6047412125087,Pass w/ Conditions,Risk 1 (High),4,13.0,2.0
2347 W Augusta BLVD ,ST. HELEN SCHOOL,School,2019-05-01,2286069,Canvass,41.89927824750087,2224807.0,-87.68635506651948,Pass,Risk 2 (Medium),5,,
232-234 W 22ND PL ,GAO'S KABOB,Restaurant,2019-05-01,2286100,Complaint Re-Inspection,41.85226472561367,2569272.0,-87.63332053536502,Pass,Risk 1 (High),1,,
3435 W VAN BUREN ,RML CHICAGO,Hospital,2019-05-01,2286082,Canvass,41.87532906210967,2208932.0,-87.71214702805145,Pass,Risk 1 (High),0,,
1065 W GRANVILLE AVE ,HAPPY GROCERY AND DOLLAR,Grocery Store,2019-05-01,2286099,Canvass,41.99446931501553,2631697.0,-87.65812528718237,Out of Business,Risk 3 (Low),0,,
1325 S STATE ST ,"RAINFOREST LEARNING CENTER, INC.",Daycare Above and Under 2 Years,2019-05-01,2286060,Canvass Re-Inspection,41.86500783111907,2215834.0,-87.62722405946377,Pass w/ Conditions,Risk 1 (High),4,,
3817 S KEDZIE AVE ,ELSIETECATERING,Catering,2019-05-01,2286062,License,41.823818619688026,2663526.0,-87.70428542093514,Pass w/ Conditions,Risk 1 (High),4,,
3753 W BELMONT AVE ,DI VITA'S RESTAURANT & PIZZA,Restaurant,2019-05-01,2286092,Canvass,41.939051853607396,37735.0,-87.72175841245375,Pass w/ Conditions,Risk 1 (High),5,,
756 E 111TH ST ,ONE EVEVEN FOOD HALL,Bakery,2019-05-01,2286095,License Re-Inspection,41.692975933284224,2646855.0,-87.60266451724691,Pass w/ Conditions,Risk 2 (Medium),5,,
6694 N NORTHWEST HWY ,ARMAND'S PIZZERIA,Restaurant,2019-05-01,2286080,Canvass Re-Inspection,42.00258143308993,2428092.0,-87.81607036079886,Pass w/ Conditions,Risk 1 (High),5,,
3702-3704 N BROADWAY ,Panino's Pizzeria,Restaurant,2019-05-01,2286106,Canvass,41.949214874632226,1517789.0,-87.64856239438521,Pass w/ Conditions,Risk 1 (High),17,,
3530 W ROOSEVELT RD ,ROTHSCHILD LIQUORS,Liquor,2019-05-01,2286103,Short Form Complaint,41.86641380897913,2642043.0,-87.71424167530355,Pass w/ Conditions,Risk 3 (Low),3,,
3518-3522 N CLARK ST ,Moe's Cantina,Restaurant,2019-05-01,2286067,Canvass,41.94604177875421,1518496.0,-87.65575347288572,Pass w/ Conditions,Risk 1 (High),4,,
6323 N NEWCASTLE ST ,ST. THECLA CATHOLIC SCHOOL,School,2019-05-01,2286061,Canvass,41.99587546957108,1878503.0,-87.79675620156236,Pass w/ Conditions,Risk 3 (Low),4,,
2511 W LOGAN BLVD ,ST JOHN BERCHMANS,School,2019-05-01,2286085,Canvass,41.92841719214103,1981815.0,-87.69071740179588,Fail,Risk 1 (High),9,,
7146 S ASHLAND AVE ,"LITTLE HANDS CHILD CREATIVE CENTER, INC.",Children's Services Facility,2019-05-01,2286077,License,41.76351103160525,2215882.0,-87.66389328926712,Fail,Risk 1 (High),8,,
2439 N CLARK ,URBAN NOMADS,Restaurant,2019-05-01,2286059,License,41.926688121165775,2664071.0,-87.64098658024264,Pass w/ Conditions,Risk 1 (High),5,,
2759 W 51ST ST ,THE SUBMARINE PIER,Restaurant,2019-05-01,2286096,Canvass,41.800880867311356,2359484.0,-87.69393527317898,Pass w/ Conditions,Risk 1 (High),2,,
600 E GRAND AVE ,FRIO GELATO,Restaurant,2019-05-01,2286065,License,41.89209413686178,2664116.0,-87.61156988394657,Pass w/ Conditions,Risk 2 (Medium),2,,
901 S CICERO AVE ,MARVIN RESTAURANT,Restaurant,2019-05-01,2286093,Canvass,41.869450183248034,1594881.0,-87.74471634887242,Out of Business,Risk 1 (High),0,,
1236 E 53RD ST ,LEONA'S PIZZERIA,Restaurant,2019-05-01,2286091,Complaint,41.7995820117793,2616872.0,-87.59510894342812,Fail,Risk 1 (High),9,,
2439 N CLARK ,CUPBOP & RAMEN,Restaurant,2019-05-01,2286074,Canvass,41.926688121165775,2442803.0,-87.64098658024264,Out of Business,Risk 1 (High),0,,
5409 S HARLEM AVE ,SUBWAY,Restaurant,2019-05-01,2286066,Canvass,41.79363271480081,1070038.0,-87.80143327210808,Out of Business,Risk 1 (High),0,,
2022 W 51ST ST ,LITTLE MUNCHKINS PRODUCE,Grocery Store,2019-05-01,2286083,Canvass Re-Inspection,41.80132926401186,2222180.0,-87.67557273276479,Pass w/ Conditions,Risk 1 (High),8,,
